stock;prix;nom;péremption;bio;marque;label_bio;provenance;type_produit
250;1.3948123054609112;Yaourt nature;2021-07-27 23:36:06.108212;False;;;;Produit laitier
293;2.1010338058080116;Fromage de chevre;2021-07-27 23:36:06.108216;False;;;;Produit laitier
405;0.9121507255546775;Camembert;2021-07-24 23:36:06.108219;True;;Bio partenaire;;Produit laitier
168;1.9170831458203215;Cantal;2021-07-20 23:36:06.108222;False;;;;Produit laitier
55;1.3923304998922326;Compte;2021-08-02 23:36:06.108226;True;;AB;;Produit laitier
314;1.9123183032376614;Creme;2021-08-05 23:36:06.108229;True;;Bio cohérence;;Produit laitier
67;1.4195155875822323;Lait ecreme;2021-07-14 23:36:06.108234;True;;Bio cohérence;;Produit laitier
72;2.3961334810672335;Emmental;2021-07-27 23:36:06.108238;True;;Bio partenaire;;Produit laitier
343;2.1370272020378103;Fromage de chevre;2021-08-06 23:36:06.108243;False;;;;Produit laitier
224;2.1503391285220737;Fromage de chevre;2021-07-26 23:36:06.108246;True;;Bio cohérence;;Produit laitier
162;2.0282650787847425;Compte;2021-08-02 23:36:06.108249;False;;;;Produit laitier
306;1.8262719652168857;Morbier;2021-07-21 23:36:06.108253;True;;Bio cohérence;;Produit laitier
111;1.7203332166146084;Lait ecreme;2021-07-24 23:36:06.108256;True;;AB;;Produit laitier
38;1.080775936209176;Creme;2021-07-19 23:36:06.108260;True;;Bio cohérence;;Produit laitier
295;2.1721820619702497;Emmental;2021-08-03 23:36:06.108263;True;;AB;;Produit laitier
483;1.6815728328396224;Lait ecreme;2021-07-31 23:36:06.108267;False;;;;Produit laitier
201;1.6395058469266839;Lait ecreme;2021-07-18 23:36:06.108269;False;;;;Produit laitier
203;2.1908436795604276;Camembert;2021-07-14 23:36:06.108273;False;;;;Produit laitier
403;0.9243857649829167;Emmental;2021-07-22 23:36:06.108276;False;;;;Produit laitier
182;1.1009597341800632;Cantal;2021-08-05 23:36:06.108281;True;;AB;;Produit laitier
272;1.175119358843662;Cantal;2021-08-04 23:36:06.108284;True;;AB;;Produit laitier
228;2.041684460356478;Morbier;2021-07-25 23:36:06.108288;True;;Bio partenaire;;Produit laitier
260;1.642360996964925;Compte;2021-07-22 23:36:06.108291;True;;Bio partenaire;;Produit laitier
416;1.6056924953748164;Camembert;2021-08-06 23:36:06.108295;False;;;;Produit laitier
305;1.4505726692390855;Cantal;2021-07-23 23:36:06.108299;True;;AB;;Produit laitier
96;0.9106190235087793;Creme;2021-07-25 23:36:06.108303;True;;AB;;Produit laitier
415;1.3786848214544496;Lait demi ecreme;2021-08-05 23:36:06.108306;False;;;;Produit laitier
405;2.317848790581552;Emmental;2021-08-04 23:36:06.108310;True;;Bio cohérence;;Produit laitier
316;1.0718888216924796;Compte;2021-07-24 23:36:06.108313;False;;;;Produit laitier
442;1.665301475373563;Emmental;2021-08-06 23:36:06.108316;False;;;;Produit laitier
324;1.3058969576567403;Creme;2021-07-17 23:36:06.108319;False;;;;Produit laitier
444;1.1742398598252415;Creme;2021-07-18 23:36:06.108323;True;;Bio partenaire;;Produit laitier
174;1.4799412568876447;Cantal;2021-07-25 23:36:06.108328;True;;Bio cohérence;;Produit laitier
158;1.973858848961993;Creme;2021-07-26 23:36:06.108331;False;;;;Produit laitier
487;1.6241832905348075;Cantal;2021-07-29 23:36:06.108335;True;;Bio cohérence;;Produit laitier
404;1.308994118865785;Yaourt nature;2021-07-18 23:36:06.108338;False;;;;Produit laitier
459;0.9300363978269519;Creme;2021-07-22 23:36:06.108341;False;;;;Produit laitier
340;1.0813906432157283;Lait demi ecreme;2021-07-15 23:36:06.108344;False;;;;Produit laitier
359;1.8964637781533993;Creme;2021-07-19 23:36:06.108347;False;;;;Produit laitier
48;0.8646789961574706;Emmental;2021-07-19 23:36:06.108351;True;;Bio partenaire;;Produit laitier
142;2.1196944325551983;Lait demi ecreme;2021-07-23 23:36:06.108354;False;;;;Produit laitier
215;1.7216218825680731;Camembert;2021-07-14 23:36:06.108357;False;;;;Produit laitier
75;1.7576477533680348;Camembert;2021-08-03 23:36:06.108361;True;;Bio partenaire;;Produit laitier
374;1.0490116250270896;Cantal;2021-07-15 23:36:06.108364;True;;Bio cohérence;;Produit laitier
48;1.7440571397933413;Yaourt nature;2021-07-28 23:36:06.108367;False;;;;Produit laitier
285;2.213696201025284;Creme;2021-07-15 23:36:06.108372;True;;Bio partenaire;;Produit laitier
367;1.734047976474765;Lait demi ecreme;2021-07-19 23:36:06.108376;True;;Bio partenaire;;Produit laitier
133;1.2326121856671541;Lait demi ecreme;2021-07-14 23:36:06.108379;False;;;;Produit laitier
323;0.8888467686918424;Compte;2021-08-05 23:36:06.108382;True;;Bio cohérence;;Produit laitier
338;1.167154080442126;Emmental;2021-08-02 23:36:06.108386;True;;Bio cohérence;;Produit laitier
48;2.320160000446264;Creme;2021-07-19 23:36:06.108389;True;;AB;;Produit laitier
460;0.9976054119136146;Morbier;2021-07-25 23:36:06.108393;False;;;;Produit laitier
235;2.0658648297535054;Emmental;2021-07-15 23:36:06.108396;True;;Bio cohérence;;Produit laitier
192;1.3540205887352852;Camembert;2021-07-19 23:36:06.108400;False;;;;Produit laitier
178;1.2440454930786975;Lait ecreme;2021-08-04 23:36:06.108403;True;;Bio partenaire;;Produit laitier
179;2.405145818611475;Yaourt nature;2021-07-29 23:36:06.108407;True;;AB;;Produit laitier
304;1.6225368273882081;Creme;2021-07-16 23:36:06.108411;True;;AB;;Produit laitier
69;1.576704548085519;Camembert;2021-08-01 23:36:06.108414;False;;;;Produit laitier
263;1.9283306235317996;Yaourt nature;2021-07-29 23:36:06.108418;False;;;;Produit laitier
304;1.3514692273505595;Morbier;2021-07-31 23:36:06.108422;True;;Bio cohérence;;Produit laitier
26;2.2563488430601963;Fromage de chevre;2021-07-25 23:36:06.108425;True;;Bio partenaire;;Produit laitier
331;0.9804190468579814;Morbier;2021-08-02 23:36:06.108429;False;;;;Produit laitier
56;0.9722658289912036;Lait demi ecreme;2021-08-02 23:36:06.108432;True;;Bio partenaire;;Produit laitier
71;1.5092591544095775;Yaourt nature;2021-07-21 23:36:06.108436;True;;Bio cohérence;;Produit laitier
246;1.0343575306967572;Lait demi ecreme;2021-07-27 23:36:06.108439;False;;;;Produit laitier
410;1.2613958789431154;Yaourt nature;2021-07-25 23:36:06.108442;True;;Bio cohérence;;Produit laitier
471;1.774470622424996;Yaourt nature;2021-07-27 23:36:06.108446;False;;;;Produit laitier
469;0.8738669375906938;Creme;2021-07-17 23:36:06.108449;False;;;;Produit laitier
332;2.043271444760281;Fromage de chevre;2021-08-05 23:36:06.108452;False;;;;Produit laitier
167;1.0579706859787705;Emmental;2021-07-26 23:36:06.108455;True;;Bio cohérence;;Produit laitier
47;1.2004408945428302;Fromage de chevre;2021-08-05 23:36:06.108459;True;;Bio partenaire;;Produit laitier
480;0.972286945190538;Cantal;2021-07-17 23:36:06.108469;False;;;;Produit laitier
120;1.6474360508545234;Cantal;2021-07-16 23:36:06.108473;True;;Bio cohérence;;Produit laitier
494;1.8946390964439346;Morbier;2021-07-26 23:36:06.108476;False;;;;Produit laitier
491;2.242460686778896;Morbier;2021-07-21 23:36:06.108479;True;;AB;;Produit laitier
293;0.8249177614328005;Creme;2021-07-18 23:36:06.108483;False;;;;Produit laitier
22;0.8727801970654323;Emmental;2021-07-29 23:36:06.108486;False;;;;Produit laitier
471;1.2649394434954588;Lait ecreme;2021-08-05 23:36:06.108489;False;;;;Produit laitier
17;2.184900356110106;Emmental;2021-08-05 23:36:06.108493;False;;;;Produit laitier
297;1.2384784404267546;Fromage de chevre;2021-07-16 23:36:06.108497;True;;Bio cohérence;;Produit laitier
350;1.028250787228899;Creme;2021-07-22 23:36:06.108500;False;;;;Produit laitier
87;1.544036299332572;Lait ecreme;2021-08-02 23:36:06.108504;True;;Bio cohérence;;Produit laitier
175;1.9662844355639908;Lait demi ecreme;2021-07-20 23:36:06.108507;False;;;;Produit laitier
306;0.7727890091577696;Morbier;2021-07-21 23:36:06.108510;False;;;;Produit laitier
460;1.118565501249005;Yaourt nature;2021-07-31 23:36:06.108515;True;;AB;;Produit laitier
409;1.334207892323252;Lait demi ecreme;2021-07-14 23:36:06.108518;True;;Bio partenaire;;Produit laitier
368;1.6937289924048735;Fromage de chevre;2021-08-05 23:36:06.108522;False;;;;Produit laitier
214;1.128971469255069;Lait demi ecreme;2021-07-26 23:36:06.108526;False;;;;Produit laitier
126;1.024143746630399;Emmental;2021-07-15 23:36:06.108530;True;;Bio cohérence;;Produit laitier
85;1.0862212739077735;Compte;2021-07-14 23:36:06.108533;False;;;;Produit laitier
226;0.9512988888319671;Creme;2021-08-01 23:36:06.108536;False;;;;Produit laitier
268;1.7776545856028996;Lait demi ecreme;2021-07-22 23:36:06.108540;True;;Bio cohérence;;Produit laitier
288;2.4640718658223437;Fromage de chevre;2021-07-27 23:36:06.108545;True;;AB;;Produit laitier
454;2.191500845101718;Yaourt nature;2021-08-03 23:36:06.108548;False;;;;Produit laitier
171;1.6697987553102576;Yaourt nature;2021-07-29 23:36:06.108552;True;;Bio partenaire;;Produit laitier
386;1.7642806597101592;Lait demi ecreme;2021-07-23 23:36:06.108555;False;;;;Produit laitier
107;1.7649863551961522;Camembert;2021-07-31 23:36:06.108558;True;;Bio cohérence;;Produit laitier
24;1.2648789640782407;Cantal;2021-08-02 23:36:06.108564;True;;Bio partenaire;;Produit laitier
188;1.7718907467699123;Creme;2021-07-17 23:36:06.108567;False;;;;Produit laitier
363;1.7270202696562453;Lait demi ecreme;2021-07-17 23:36:06.108571;False;;;;Produit laitier
469;1.2980596521941736;Emmental;2021-07-18 23:36:06.108574;True;;AB;;Produit laitier
16;1.775475208861947;Cantal;2021-07-27 23:36:06.108577;False;;;;Produit laitier
128;1.6211617961142144;Compte;2021-07-18 23:36:06.108580;False;;;;Produit laitier
437;1.763374708837026;Creme;2021-07-29 23:36:06.108584;True;;AB;;Produit laitier
478;1.7599843478375252;Creme;2021-07-21 23:36:06.108587;False;;;;Produit laitier
309;1.7688346600528715;Creme;2021-07-18 23:36:06.108590;False;;;;Produit laitier
383;1.1921439375949436;Fromage de chevre;2021-07-27 23:36:06.108594;True;;AB;;Produit laitier
475;1.5352059460883947;Emmental;2021-07-14 23:36:06.108597;False;;;;Produit laitier
451;1.612948485749992;Yaourt nature;2021-07-30 23:36:06.108600;False;;;;Produit laitier
269;0.8831479463509445;Emmental;2021-08-02 23:36:06.108604;True;;Bio cohérence;;Produit laitier
351;0.9013198128728522;Compte;2021-07-29 23:36:06.108608;True;;Bio partenaire;;Produit laitier
226;1.3681201753725392;Lait demi ecreme;2021-07-20 23:36:06.108612;False;;;;Produit laitier
125;1.274622556097207;Yaourt nature;2021-07-29 23:36:06.108615;True;;Bio cohérence;;Produit laitier
104;2.0032756371221887;Lait demi ecreme;2021-07-19 23:36:06.108619;True;;AB;;Produit laitier
218;1.9798141144506798;Lait ecreme;2021-07-24 23:36:06.108622;False;;;;Produit laitier
39;1.581910418577485;Yaourt nature;2021-07-19 23:36:06.108625;False;;;;Produit laitier
469;1.2661409153247234;Lait ecreme;2021-07-28 23:36:06.108629;True;;Bio cohérence;;Produit laitier
327;0.8680642736525277;Emmental;2021-07-26 23:36:06.108632;False;;;;Produit laitier
280;1.1248992961697957;Lait demi ecreme;2021-07-16 23:36:06.108635;False;;;;Produit laitier
105;2.369388377597269;Yaourt nature;2021-07-30 23:36:06.108639;True;;AB;;Produit laitier
37;1.1698268215172156;Yaourt nature;2021-07-24 23:36:06.108642;True;;Bio partenaire;;Produit laitier
444;1.5136157257176723;Creme;2021-07-25 23:36:06.108646;False;;;;Produit laitier
428;1.493539722395765;Emmental;2021-07-31 23:36:06.108649;True;;Bio partenaire;;Produit laitier
272;1.7780935596229852;Yaourt nature;2021-07-27 23:36:06.108654;False;;;;Produit laitier
56;1.5678268643574436;Camembert;2021-07-23 23:36:06.108657;False;;;;Produit laitier
149;1.7443021158533123;Cantal;2021-07-22 23:36:06.108660;True;;Bio cohérence;;Produit laitier
174;1.4847720936110282;Lait ecreme;2021-07-22 23:36:06.108664;True;;Bio partenaire;;Produit laitier
454;2.2305812919882197;Cantal;2021-08-04 23:36:06.108668;True;;AB;;Produit laitier
443;2.222153165562077;Creme;2021-07-29 23:36:06.108671;True;;Bio partenaire;;Produit laitier
239;1.415388204927824;Creme;2021-08-02 23:36:06.108674;False;;;;Produit laitier
489;1.8618610941284746;Yaourt nature;2021-07-25 23:36:06.108678;False;;;;Produit laitier
162;1.2399202464269243;Yaourt nature;2021-08-01 23:36:06.108681;True;;Bio cohérence;;Produit laitier
3;1.847662861783112;Creme;2021-07-30 23:36:06.108685;False;;;;Produit laitier
345;2.0650727749035878;Yaourt nature;2021-07-21 23:36:06.108688;False;;;;Produit laitier
58;1.624037438743396;Lait demi ecreme;2021-07-24 23:36:06.108691;False;;;;Produit laitier
487;2.046106643960348;Creme;2021-07-14 23:36:06.108694;False;;;;Produit laitier
380;0.9440359164371819;Morbier;2021-08-01 23:36:06.108698;False;;;;Produit laitier
28;1.5507164481872557;Lait ecreme;2021-07-17 23:36:06.108701;False;;;;Produit laitier
127;1.0424635202549943;Lait ecreme;2021-08-06 23:36:06.108705;False;;;;Produit laitier
88;1.4034747139833923;Creme;2021-07-16 23:36:06.108708;False;;;;Produit laitier
121;1.4978764199064483;Creme;2021-07-18 23:36:06.108711;False;;;;Produit laitier
20;2.0037575254077784;Lait ecreme;2021-07-23 23:36:06.108715;True;;Bio cohérence;;Produit laitier
393;1.517632666912948;Lait demi ecreme;2021-07-19 23:36:06.108718;False;;;;Produit laitier
239;2.1118203683057586;Emmental;2021-07-27 23:36:06.108721;True;;Bio cohérence;;Produit laitier
89;2.2445654630841716;Lait demi ecreme;2021-07-29 23:36:06.108724;False;;;;Produit laitier
414;1.8674397135304726;Yaourt nature;2021-07-16 23:36:06.108728;True;;Bio cohérence;;Produit laitier
495;1.9465183930167376;Emmental;2021-07-21 23:36:06.108732;True;;Bio partenaire;;Produit laitier
467;1.5662779667576785;Fromage de chevre;2021-08-01 23:36:06.108735;True;;AB;;Produit laitier
13;2.143463117381725;Cantal;2021-07-18 23:36:06.108738;True;;Bio partenaire;;Produit laitier
239;1.7254948798596434;Compte;2021-08-03 23:36:06.108743;False;;;;Produit laitier
163;0.8700128059998579;Creme;2021-07-24 23:36:06.108748;True;;AB;;Produit laitier
487;2.102373855991553;Camembert;2021-07-24 23:36:06.108752;True;;AB;;Produit laitier
499;1.1255229952272474;Emmental;2021-07-24 23:36:06.108755;True;;Bio cohérence;;Produit laitier
85;1.943665471793934;Yaourt nature;2021-07-31 23:36:06.108758;False;;;;Produit laitier
212;1.750602170083559;Lait demi ecreme;2021-07-31 23:36:06.108761;False;;;;Produit laitier
435;1.5873393169362067;Camembert;2021-07-19 23:36:06.108764;False;;;;Produit laitier
333;1.382165579897952;Yaourt nature;2021-07-18 23:36:06.108768;True;;Bio cohérence;;Produit laitier
60;1.5901778090780125;Camembert;2021-07-20 23:36:06.108771;True;;Bio partenaire;;Produit laitier
130;1.6773932336748756;Cantal;2021-08-02 23:36:06.108774;False;;;;Produit laitier
397;1.2943889097751462;Fromage de chevre;2021-08-01 23:36:06.108778;False;;;;Produit laitier
301;1.1220409402137683;Creme;2021-07-14 23:36:06.108781;False;;;;Produit laitier
235;2.007958174462439;Creme;2021-07-24 23:36:06.108785;True;;Bio partenaire;;Produit laitier
117;2.101126695667537;Cantal;2021-07-14 23:36:06.108790;False;;;;Produit laitier
111;1.515479257729275;Yaourt nature;2021-08-03 23:36:06.108793;False;;;;Produit laitier
158;2.0714462854692255;Creme;2021-07-29 23:36:06.108797;True;;AB;;Produit laitier
271;2.0533118100401215;Camembert;2021-07-17 23:36:06.108800;True;;Bio cohérence;;Produit laitier
372;1.8528436685200043;Fromage de chevre;2021-08-01 23:36:06.108804;False;;;;Produit laitier
104;1.0762352362674;Emmental;2021-07-25 23:36:06.108807;True;;AB;;Produit laitier
116;1.5073894700603296;Lait demi ecreme;2021-07-14 23:36:06.108811;True;;Bio cohérence;;Produit laitier
61;1.3933386710403473;Yaourt nature;2021-08-02 23:36:06.108814;False;;;;Produit laitier
326;2.1063027891238693;Morbier;2021-08-05 23:36:06.108817;True;;Bio partenaire;;Produit laitier
265;1.0178060847264996;Yaourt nature;2021-07-25 23:36:06.108821;True;;Bio partenaire;;Produit laitier
357;1.0382671664301015;Yaourt nature;2021-08-02 23:36:06.108824;True;;Bio partenaire;;Produit laitier
2;1.3063441012791535;Camembert;2021-07-30 23:36:06.108828;True;;AB;;Produit laitier
254;1.533691389435688;Yaourt nature;2021-07-27 23:36:06.108831;False;;;;Produit laitier
109;1.8973774918266781;Camembert;2021-07-23 23:36:06.108836;False;;;;Produit laitier
379;2.211564194095444;Emmental;2021-07-27 23:36:06.108840;False;;;;Produit laitier
452;1.863902158722675;Yaourt nature;2021-07-20 23:36:06.108843;False;;;;Produit laitier
236;1.1831279540892494;Yaourt nature;2021-07-15 23:36:06.108847;True;;Bio cohérence;;Produit laitier
163;1.84204193738416;Lait demi ecreme;2021-08-04 23:36:06.108850;False;;;;Produit laitier
19;1.1068801775158055;Emmental;2021-08-02 23:36:06.108853;False;;;;Produit laitier
22;0.8959065442880368;Yaourt nature;2021-07-28 23:36:06.108856;True;;AB;;Produit laitier
239;0.8073846138165968;Morbier;2021-07-22 23:36:06.108859;False;;;;Produit laitier
133;2.11946083178716;Cantal;2021-07-14 23:36:06.108863;True;;Bio partenaire;;Produit laitier
121;1.6649352592749134;Compte;2021-07-29 23:36:06.108866;False;;;;Produit laitier
403;0.8411083235696886;Lait demi ecreme;2021-07-20 23:36:06.108870;False;;;;Produit laitier
78;2.2003701024819753;Yaourt nature;2021-07-26 23:36:06.108872;False;;;;Produit laitier
437;2.20209755868682;Fromage de chevre;2021-07-14 23:36:06.108876;True;;Bio partenaire;;Produit laitier
50;1.6745798696534466;Lait ecreme;2021-07-16 23:36:06.108881;False;;;;Produit laitier
219;1.9096470762990116;Yaourt nature;2021-07-28 23:36:06.108885;False;;;;Produit laitier
416;2.1682685991695467;Emmental;2021-07-21 23:36:06.108887;False;;;;Produit laitier
85;1.885300290891161;Camembert;2021-07-21 23:36:06.108891;True;;Bio cohérence;;Produit laitier
34;1.368141957520238;Lait ecreme;2021-07-16 23:36:06.108894;False;;;;Produit laitier
59;1.6392646981138979;Compte;2021-07-17 23:36:06.108897;False;;;;Produit laitier
255;1.7948985359224625;Yaourt nature;2021-07-17 23:36:06.108900;False;;;;Produit laitier
14;1.4472353088273056;Cantal;2021-07-27 23:36:06.108904;True;;Bio partenaire;;Produit laitier
358;1.7111185234900343;Camembert;2021-07-29 23:36:06.108907;False;;;;Produit laitier
314;1.6505799397005572;Lait demi ecreme;2021-08-03 23:36:06.108911;True;;Bio partenaire;;Produit laitier
259;0.9979080796962697;Lait ecreme;2021-07-28 23:36:06.108914;True;;Bio cohérence;;Produit laitier
85;1.5601249396195391;Yaourt nature;2021-07-20 23:36:06.108917;True;;Bio cohérence;;Produit laitier
133;0.8900478620850198;Yaourt nature;2021-07-16 23:36:06.108921;False;;;;Produit laitier
22;1.1974140709264962;Morbier;2021-07-25 23:36:06.108926;True;;AB;;Produit laitier
332;1.4185418987548917;Fromage de chevre;2021-08-04 23:36:06.108930;True;;AB;;Produit laitier
379;2.4369966638950835;Creme;2021-07-31 23:36:06.108933;True;;Bio cohérence;;Produit laitier
66;1.1162564467313059;Morbier;2021-07-28 23:36:06.108937;True;;Bio partenaire;;Produit laitier
407;1.1027268827180354;Camembert;2021-07-27 23:36:06.108941;True;;Bio partenaire;;Produit laitier
488;1.6866915716546267;Creme;2021-07-28 23:36:06.108944;True;;AB;;Produit laitier
346;2.006354434237264;Camembert;2021-08-03 23:36:06.108948;True;;AB;;Produit laitier
259;1.7594103451442495;Camembert;2021-07-28 23:36:06.108951;True;;AB;;Produit laitier
466;1.4320137224657885;Yaourt nature;2021-07-18 23:36:06.108954;False;;;;Produit laitier
422;1.1136301860116753;Emmental;2021-08-02 23:36:06.108958;True;;AB;;Produit laitier
223;1.4244218653350724;Lait demi ecreme;2021-08-01 23:36:06.108961;True;;Bio partenaire;;Produit laitier
97;1.0613534595602414;Morbier;2021-08-04 23:36:06.108971;True;;Bio partenaire;;Produit laitier
487;1.496830038874703;Emmental;2021-07-16 23:36:06.108978;True;;Bio partenaire;;Produit laitier
293;1.4035750494998225;Compte;2021-07-21 23:36:06.109008;False;;;;Produit laitier
4;1.119886311108945;Yaourt nature;2021-07-19 23:36:06.109012;False;;;;Produit laitier
486;2.100670015577599;Lait ecreme;2021-07-17 23:36:06.109015;False;;;;Produit laitier
1;2.2133529383110107;Cantal;2021-07-21 23:36:06.109019;False;;;;Produit laitier
358;1.345900547053128;Cantal;2021-07-24 23:36:06.109022;False;;;;Produit laitier
469;1.3390483004391804;Fromage de chevre;2021-08-01 23:36:06.109043;True;;Bio partenaire;;Produit laitier
134;1.696193071220518;Lait ecreme;2021-08-03 23:36:06.109046;False;;;;Produit laitier
78;1.8973972018415532;Yaourt nature;2021-07-27 23:36:06.109050;False;;;;Produit laitier
448;2.2231361290254488;Fromage de chevre;2021-07-22 23:36:06.109069;True;;Bio cohérence;;Produit laitier
354;1.8941356469507753;Morbier;2021-08-03 23:36:06.109072;True;;Bio partenaire;;Produit laitier
177;0.8838018926225362;Lait ecreme;2021-07-14 23:36:06.109076;False;;;;Produit laitier
146;1.5518604684185222;Camembert;2021-07-28 23:36:06.109079;False;;;;Produit laitier
297;1.9900518515358092;Lait demi ecreme;2021-07-25 23:36:06.109082;True;;Bio cohérence;;Produit laitier
326;1.2041392249192417;Lait demi ecreme;2021-07-14 23:36:06.109087;True;;AB;;Produit laitier
141;2.171637317746613;Morbier;2021-07-26 23:36:06.109090;False;;;;Produit laitier
406;1.7004876755190834;Emmental;2021-07-30 23:36:06.109094;False;;;;Produit laitier
434;1.5791100790391706;Lait demi ecreme;2021-07-24 23:36:06.109097;True;;Bio partenaire;;Produit laitier
182;0.8971792105773728;Creme;2021-07-18 23:36:06.109100;False;;;;Produit laitier
208;1.7667813856931374;Lait demi ecreme;2021-07-20 23:36:06.109104;True;;Bio partenaire;;Produit laitier
52;0.8567252743751745;Morbier;2021-07-23 23:36:06.109107;False;;;;Produit laitier
271;2.321438769364797;Emmental;2021-08-04 23:36:06.109110;True;;Bio partenaire;;Produit laitier
160;1.0514282417520386;Lait demi ecreme;2021-07-27 23:36:06.109113;False;;;;Produit laitier
275;1.9310244084445154;Lait ecreme;2021-07-30 23:36:06.109117;True;;Bio cohérence;;Produit laitier
105;1.0352045619000383;Fromage de chevre;2021-07-30 23:36:06.109120;False;;;;Produit laitier
292;2.2142444139773794;Morbier;2021-07-25 23:36:06.109123;True;;Bio partenaire;;Produit laitier
273;1.7011120611446282;Camembert;2021-07-27 23:36:06.109126;False;;;;Produit laitier
92;1.0839705575970213;Emmental;2021-07-23 23:36:06.109133;True;;AB;;Produit laitier
122;1.20501129969117;Camembert;2021-07-20 23:36:06.109136;True;;Bio cohérence;;Produit laitier
423;1.4150487862663417;Lait demi ecreme;2021-07-22 23:36:06.109140;True;;AB;;Produit laitier
446;1.5220769449004352;Lait ecreme;2021-08-04 23:36:06.109143;False;;;;Produit laitier
444;2.243157173498691;Emmental;2021-08-01 23:36:06.109146;False;;;;Produit laitier
100;2.04510215070525;Camembert;2021-07-27 23:36:06.109149;False;;;;Produit laitier
423;2.2049574980527806;Lait ecreme;2021-07-30 23:36:06.109152;False;;;;Produit laitier
249;0.9136629814341504;Emmental;2021-07-16 23:36:06.109157;False;;;;Produit laitier
335;1.5384301815990116;Compte;2021-07-20 23:36:06.109160;False;;;;Produit laitier
356;2.0547871334856875;Creme;2021-07-31 23:36:06.109163;False;;;;Produit laitier
291;2.0008691619403645;Creme;2021-07-16 23:36:06.109166;False;;;;Produit laitier
328;2.2444100935915716;Cantal;2021-08-05 23:36:06.109170;True;;Bio cohérence;;Produit laitier
258;2.3112508163102037;Lait demi ecreme;2021-08-01 23:36:06.109174;True;;Bio partenaire;;Produit laitier
405;1.6924274152148164;Fromage de chevre;2021-07-16 23:36:06.109178;False;;;;Produit laitier
242;1.7632163396297864;Compte;2021-07-31 23:36:06.109181;False;;;;Produit laitier
250;1.6177151221429458;Yaourt nature;2021-07-27 23:36:06.109184;False;;;;Produit laitier
330;2.3513352454726784;Compte;2021-07-29 23:36:06.109188;True;;AB;;Produit laitier
0;1.034225930398695;Compte;2021-08-02 23:36:06.109192;False;;;;Produit laitier
14;1.8929090389624808;Lait ecreme;2021-07-28 23:36:06.109195;True;;AB;;Produit laitier
155;1.9416455902383003;Emmental;2021-07-17 23:36:06.109199;False;;;;Produit laitier
400;2.180189202579853;Morbier;2021-07-28 23:36:06.109203;False;;;;Produit laitier
58;1.0765573419988332;Camembert;2021-07-29 23:36:06.109207;True;;AB;;Produit laitier
440;1.823659440669954;Compte;2021-07-29 23:36:06.109210;False;;;;Produit laitier
152;1.1722052377176666;Cantal;2021-08-01 23:36:06.109213;True;;AB;;Produit laitier
65;1.5303718966056299;Lait ecreme;2021-07-21 23:36:06.109216;False;;;;Produit laitier
83;0.8945424803215988;Lait ecreme;2021-07-22 23:36:06.109220;True;;Bio partenaire;;Produit laitier
354;2.122543036424249;Camembert;2021-07-20 23:36:06.109225;True;;Bio partenaire;;Produit laitier
468;1.1736911497162184;Yaourt nature;2021-07-15 23:36:06.109228;True;;AB;;Produit laitier
115;1.4352305765102031;Yaourt nature;2021-07-28 23:36:06.109232;True;;AB;;Produit laitier
486;1.6038039130488049;Compte;2021-08-04 23:36:06.109235;True;;Bio partenaire;;Produit laitier
24;1.4362770020949955;Camembert;2021-07-19 23:36:06.109239;True;;AB;;Produit laitier
370;1.7082831396796108;Cantal;2021-07-15 23:36:06.109242;False;;;;Produit laitier
481;1.7670357103900736;Lait ecreme;2021-07-30 23:36:06.109246;True;;Bio cohérence;;Produit laitier
102;1.6693755486861623;Morbier;2021-07-29 23:36:06.109249;False;;;;Produit laitier
426;1.4278948802487434;Creme;2021-07-28 23:36:06.109252;False;;;;Produit laitier
458;2.452596265637773;Creme;2021-07-24 23:36:06.109255;True;;Bio partenaire;;Produit laitier
77;2.1264551584925835;Creme;2021-07-26 23:36:06.109261;True;;Bio partenaire;;Produit laitier
104;1.1705211952969177;Creme;2021-07-29 23:36:06.109264;False;;;;Produit laitier
274;1.1021181592690785;Lait ecreme;2021-07-14 23:36:06.109267;False;;;;Produit laitier
385;1.1748229751925736;Morbier;2021-07-23 23:36:06.109272;False;;;;Produit laitier
271;0.9580942683706016;Camembert;2021-07-24 23:36:06.109275;True;;AB;;Produit laitier
190;1.1039563688605825;Fromage de chevre;2021-07-22 23:36:06.109278;False;;;;Produit laitier
115;1.2009628636038094;Lait ecreme;2021-07-27 23:36:06.109282;True;;Bio cohérence;;Produit laitier
244;1.6171095312932577;Emmental;2021-07-17 23:36:06.109286;True;;AB;;Produit laitier
89;1.3238077021066816;Morbier;2021-07-17 23:36:06.109289;False;;;;Produit laitier
423;2.0639223546264125;Fromage de chevre;2021-07-17 23:36:06.109292;False;;;;Produit laitier
239;1.0964062358325393;Lait demi ecreme;2021-07-28 23:36:06.109296;True;;Bio cohérence;;Produit laitier
242;2.1087247247273595;Morbier;2021-07-30 23:36:06.109299;False;;;;Produit laitier
211;1.7337503434317432;Creme;2021-07-17 23:36:06.109302;False;;;;Produit laitier
252;2.040390973189382;Lait demi ecreme;2021-07-17 23:36:06.109306;True;;Bio partenaire;;Produit laitier
431;2.1206663209895806;Camembert;2021-07-30 23:36:06.109309;False;;;;Produit laitier
412;2.172170287721615;Emmental;2021-07-17 23:36:06.109312;True;;Bio cohérence;;Produit laitier
