date;rembourse;status;avis;note;ID_compte;id_produit;quantite
2021-05-13 16:41:40.954797;False;Annulé;;;1347;1141;36
2021-05-10 16:41:40.954800;True;Annulé;;;7238;4838;77
2021-05-09 16:41:40.954810;False;Annulé;Modi consectetur voluptatem adipisci labore numquam est.;2;2288;1862;112
2021-05-12 16:41:40.954818;False;En cours;Ipsum neque quaerat porro dolor ut.;;7094;9791;62
2021-05-10 16:41:40.954821;False;Livré;;;9147;7217;5
2021-05-15 16:41:40.954829;True;Annulé;Voluptatem ipsum dolore voluptatem neque.;5;8637;8716;120
2021-05-13 16:41:40.954833;False;Annulé;;;3372;4625;324
2021-05-09 16:41:40.954841;False;En cours;Ut aliquam numquam voluptatem.;;3375;2616;121
2021-05-06 16:41:40.954852;False;Annulé;Aliquam eius aliquam quaerat labore sed voluptatem etincidunt.;;7593;4306;25
2021-05-08 16:41:40.954856;True;Annulé;;;190;9694;48
2021-05-08 16:41:40.954864;False;Annulé;Non quaerat non quiquia quiquia.;;7787;4393;71
2021-05-08 16:41:40.954873;True;Annulé;Sed dolore non voluptatem adipisci neque consectetur.;;6252;3861;65
2021-05-13 16:41:40.954876;False;En cours;;;5554;4207;92
2021-05-14 16:41:40.954884;False;Livré;Magnam dolore dolorem porro.;;458;1038;10
2021-05-15 16:41:40.954887;False;Annulé;;;6148;2706;384
2021-05-09 16:41:40.954891;False;En cours;;4;4167;6340;250
2021-05-13 16:41:40.954895;False;Annulé;;1;3472;1002;148
2021-05-12 16:41:40.954898;False;Livré;;;1170;6235;8
2021-05-09 16:41:40.954906;False;Annulé;Adipisci etincidunt quaerat quiquia magnam.;;6756;9584;110
2021-05-12 16:41:40.954913;False;Livré;Consectetur adipisci amet consectetur.;;4750;6233;61
2021-05-10 16:41:40.954917;False;Livré;;;5596;9124;10
2021-05-09 16:41:40.954923;False;En cours;;3;7814;6423;16
2021-05-12 16:41:40.954926;False;Livré;;1;5962;7413;203
2021-05-10 16:41:40.954935;False;En cours;Velit ipsum magnam est ut.;3;3017;9417;177
2021-05-08 16:41:40.954938;False;Annulé;;;5610;3134;1
2021-05-13 16:41:40.954942;False;Livré;;3;6457;6975;6
2021-05-07 16:41:40.954946;False;Livré;;4;2750;937;0
2021-05-12 16:41:40.954949;True;Annulé;;0;3485;218;32
2021-05-08 16:41:40.954953;False;En cours;;;9877;1180;23
2021-05-12 16:41:40.954959;False;En cours;;;5735;6429;344
2021-05-11 16:41:40.954967;False;En cours;Eius sit tempora magnam.;1;6857;5433;136
2021-05-06 16:41:40.954976;False;En cours;Quaerat modi tempora labore dolore labore dolorem.;;8012;3301;17
2021-05-12 16:41:40.954980;False;Annulé;;;6719;7677;112
2021-05-10 16:41:40.954983;True;Annulé;;;6519;9501;7
2021-05-12 16:41:40.954994;True;Annulé;Eius dolore quiquia ut est labore.;5;7385;2319;92
2021-05-11 16:41:40.955003;True;Annulé;Sit numquam sit dolore quiquia.;;5877;6424;10
2021-05-13 16:41:40.955006;False;Livré;;;1168;1809;64
2021-05-15 16:41:40.955014;False;En cours;Modi ipsum etincidunt numquam neque.;;9389;9409;25
2021-05-08 16:41:40.955022;False;Annulé;Aliquam sed amet dolor.;;6359;1831;432
2021-05-09 16:41:40.955031;True;Annulé;Voluptatem voluptatem etincidunt sit neque ut aliquam.;3;7386;9816;86
2021-05-10 16:41:40.955040;False;Annulé;Sed est eius sit modi eius dolore.;;71;4210;29
2021-05-14 16:41:40.955044;False;En cours;;3;2328;1845;12
2021-05-09 16:41:40.955047;False;Livré;;4;3484;7639;54
2021-05-12 16:41:40.955051;False;Annulé;;4;3762;5164;51
2021-05-13 16:41:40.955055;False;Livré;;5;8518;5741;19
2021-05-14 16:41:40.955064;False;Annulé;Numquam ut labore ut labore aliquam dolorem ipsum.;4;2222;7283;179
2021-05-12 16:41:40.955073;False;En cours;Voluptatem voluptatem quaerat aliquam neque sed velit.;2;8199;7869;21
2021-05-09 16:41:40.955083;True;Annulé;Sed etincidunt aliquam sed ut velit.;;5131;2837;32
2021-05-13 16:41:40.955087;False;En cours;;;8777;9023;126
2021-05-11 16:41:40.955091;False;En cours;;1;500;5716;121
2021-05-07 16:41:40.955094;False;En cours;;;7873;4272;72
2021-05-08 16:41:40.955098;True;Annulé;;5;1455;716;126
2021-05-12 16:41:40.955102;False;Annulé;;1;7894;6286;193
2021-05-11 16:41:40.955106;False;Annulé;;4;6057;2669;78
2021-05-07 16:41:40.955113;False;En cours;Labore dolorem quisquam est.;;4432;3793;239
2021-05-10 16:41:40.955117;False;En cours;;;1943;7750;25
2021-05-14 16:41:40.955124;False;En cours;Eius ipsum sed adipisci dolor.;;9213;7169;229
2021-05-06 16:41:40.955132;False;Livré;Etincidunt eius sit amet.;;1265;2674;36
2021-05-09 16:41:40.955140;False;Livré;Dolorem modi adipisci aliquam.;3;3802;9181;274
2021-05-08 16:41:40.955144;False;Annulé;;;2242;7305;19
2021-05-13 16:41:40.955149;False;Livré;;;1393;9710;0
2021-05-09 16:41:40.955157;True;Annulé;Porro amet numquam dolore.;;7459;4400;1
2021-05-07 16:41:40.955161;True;Annulé;;;7383;7828;22
2021-05-13 16:41:40.955164;False;Annulé;;0;1156;8424;0
2021-05-07 16:41:40.955168;False;Livré;;0;7399;1798;338
2021-05-11 16:41:40.955177;False;Annulé;Labore amet amet numquam quisquam amet dolor non.;;8909;4371;16
2021-05-10 16:41:40.955187;False;Livré;Dolor dolor numquam dolorem neque sed voluptatem sed.;3;8284;1858;56
2021-05-12 16:41:40.955190;False;Annulé;;;9102;9006;175
2021-05-06 16:41:40.955194;False;Annulé;;;5475;6391;215
2021-05-15 16:41:40.955203;False;En cours;Dolor numquam ut adipisci aliquam sit quaerat voluptatem.;;3555;1968;314
2021-05-10 16:41:40.955207;False;Livré;;2;5299;129;22
2021-05-10 16:41:40.955210;False;En cours;;2;820;1309;87
2021-05-12 16:41:40.955218;True;Annulé;Aliquam neque quiquia quaerat.;3;5833;2174;3
2021-05-11 16:41:40.955223;False;En cours;;;9139;6129;35
2021-05-11 16:41:40.955227;False;Livré;;;8653;8591;125
2021-05-08 16:41:40.955236;False;Annulé;Magnam amet quisquam sed magnam dolor neque magnam.;0;3047;4613;5
2021-05-14 16:41:40.955240;False;Livré;;;9270;6721;5
2021-05-08 16:41:40.955248;False;En cours;Dolorem modi numquam adipisci velit.;2;6694;4880;38
2021-05-15 16:41:40.955252;False;En cours;;1;6388;5179;134
2021-05-10 16:41:40.955261;False;Livré;Magnam est est ut.;4;7660;8271;194
2021-05-08 16:41:40.955269;False;Livré;Ipsum etincidunt quiquia sit dolor.;1;7755;9917;8
2021-05-09 16:41:40.955278;False;Livré;Modi modi velit numquam consectetur sit magnam ut.;2;8469;2512;33
2021-05-07 16:41:40.955282;False;Livré;;1;1724;7359;3
2021-05-13 16:41:40.955285;False;Livré;;;4972;6187;219
2021-05-14 16:41:40.955294;False;Livré;Aliquam ipsum aliquam quaerat tempora sit quaerat.;;2258;819;23
2021-05-15 16:41:40.955303;False;Annulé;Tempora sit velit numquam voluptatem velit non.;1;7860;1035;247
2021-05-11 16:41:40.955308;False;Livré;;2;5884;5897;179
2021-05-12 16:41:40.955316;False;Livré;Etincidunt quiquia quisquam porro neque.;;5275;2323;401
2021-05-08 16:41:40.955323;False;Livré;Neque quisquam voluptatem quisquam ipsum.;;7130;2723;91
2021-05-12 16:41:40.955332;True;Annulé;Quaerat dolorem modi dolorem quaerat.;2;8601;8520;204
2021-05-10 16:41:40.955341;False;En cours;Dolore dolor est aliquam ipsum ipsum etincidunt amet.;1;5304;9809;315
2021-05-15 16:41:40.955352;True;Annulé;Labore est numquam quiquia non etincidunt.;4;1221;2182;145
2021-05-14 16:41:40.955360;False;Annulé;Aliquam tempora velit magnam.;3;2352;6700;17
2021-05-11 16:41:40.955364;False;Livré;;;7567;9015;18
2021-05-08 16:41:40.955367;False;Livré;;0;1400;7855;208
2021-05-06 16:41:40.955371;False;Livré;;4;450;4696;24
2021-05-09 16:41:40.955374;False;Livré;;3;4906;8377;71
2021-05-10 16:41:40.955386;False;En cours;Magnam est ut modi amet porro voluptatem sed.;4;3988;4259;166
2021-05-14 16:41:40.955395;False;En cours;Ut etincidunt sit aliquam.;4;9133;5779;76
2021-05-11 16:41:40.955405;True;Annulé;Neque labore quaerat est aliquam aliquam tempora eius.;2;3353;5754;40
2021-05-15 16:41:40.955409;False;En cours;;;8734;4474;10
2021-05-11 16:41:40.955418;False;En cours;Porro etincidunt sed voluptatem sed voluptatem.;3;5807;1970;220
2021-05-11 16:41:40.955421;False;En cours;;;5288;611;57
2021-05-07 16:41:40.955430;False;En cours;Ipsum ut tempora dolor est dolor.;0;5452;8690;25
2021-05-08 16:41:40.955439;False;Annulé;Labore non numquam porro quisquam dolorem etincidunt sit.;;4824;3004;30
2021-05-09 16:41:40.955447;False;En cours;Dolore velit neque eius.;5;3938;5937;25
2021-05-07 16:41:40.955454;False;En cours;Tempora neque adipisci amet.;4;3414;8637;8
2021-05-15 16:41:40.955459;False;Annulé;;3;3208;1480;212
2021-05-06 16:41:40.955462;False;En cours;;;2726;3638;82
2021-05-09 16:41:40.955469;False;Livré;Numquam voluptatem magnam voluptatem.;;1089;6846;176
2021-05-15 16:41:40.955473;False;Annulé;;5;5349;5340;152
2021-05-15 16:41:40.955482;False;Livré;Modi consectetur quaerat quisquam voluptatem voluptatem voluptatem.;1;9334;8849;51
2021-05-07 16:41:40.955491;False;En cours;Dolorem dolor quiquia magnam.;;5837;8481;39
2021-05-09 16:41:40.955499;False;Annulé;Non voluptatem magnam sed dolore magnam.;;3635;754;109
2021-05-11 16:41:40.955503;False;Livré;;;143;77;24
2021-05-13 16:41:40.955511;False;Annulé;Voluptatem magnam ut magnam sed.;5;5695;6262;4
2021-05-08 16:41:40.955515;True;Annulé;;;4714;2891;14
2021-05-08 16:41:40.955523;False;En cours;Magnam numquam amet sed dolore.;;909;5411;109
2021-05-07 16:41:40.955527;True;Annulé;;5;9462;3567;23
2021-05-11 16:41:40.955531;False;Annulé;;4;1273;1943;119
2021-05-06 16:41:40.955540;True;Annulé;Modi numquam magnam adipisci consectetur adipisci amet quiquia.;;5101;9595;133
2021-05-07 16:41:40.955544;False;Annulé;;2;9802;1052;196
2021-05-10 16:41:40.955548;False;Livré;;;600;2278;98
2021-05-15 16:41:40.955551;False;Annulé;;;7229;9007;208
2021-05-13 16:41:40.955559;False;En cours;Dolorem ipsum quiquia ipsum magnam voluptatem.;;3337;989;265
2021-05-11 16:41:40.955569;False;En cours;Ut adipisci velit aliquam.;4;1999;7005;385
2021-05-08 16:41:40.955578;False;Livré;Etincidunt adipisci ut magnam sit sit.;5;8704;1733;221
2021-05-13 16:41:40.955586;True;Annulé;Ut non modi neque labore velit.;;99;2391;2
2021-05-08 16:41:40.955595;False;Livré;Neque aliquam porro sit dolorem modi dolore.;3;5391;7971;281
2021-05-08 16:41:40.955604;False;Livré;Adipisci labore quaerat quisquam numquam sed neque.;;446;2944;2
2021-05-14 16:41:40.955613;False;En cours;Modi non tempora ut consectetur.;0;5146;1526;39
2021-05-13 16:41:40.955620;False;Livré;Non amet ipsum non.;;5443;2799;0
2021-05-06 16:41:40.955628;False;En cours;Voluptatem etincidunt amet etincidunt eius dolor.;;8832;9950;121
2021-05-07 16:41:40.955638;True;Annulé;Voluptatem quiquia est quaerat quisquam ipsum.;;948;3215;48
2021-05-15 16:41:40.955642;False;En cours;;;8092;5764;254
2021-05-07 16:41:40.955649;False;Annulé;Est numquam neque amet.;;5754;364;66
2021-05-06 16:41:40.955653;True;Annulé;;;8120;7491;92
2021-05-09 16:41:40.955657;False;En cours;;2;3785;8510;160
2021-05-09 16:41:40.955668;False;Annulé;Ut velit numquam adipisci tempora velit adipisci consectetur.;1;7114;7252;187
2021-05-12 16:41:40.955677;False;Livré;Quisquam magnam dolor ipsum est sit ut quisquam.;2;5354;4830;447
2021-05-13 16:41:40.955681;False;En cours;;;6429;7386;141
2021-05-15 16:41:40.955684;False;Annulé;;1;1501;5308;379
2021-05-12 16:41:40.955693;False;En cours;Consectetur dolorem eius tempora dolore dolore velit ipsum.;1;4002;6049;221
2021-05-11 16:41:40.955702;False;Annulé;Magnam amet consectetur dolorem non.;;2067;3268;5
2021-05-13 16:41:40.955710;False;En cours;Velit consectetur modi neque dolorem aliquam modi.;;9687;731;432
2021-05-12 16:41:40.955714;False;Annulé;;;857;1098;107
2021-05-13 16:41:40.955718;True;Annulé;;5;8086;6899;204
2021-05-07 16:41:40.955721;True;Annulé;;;8552;5586;263
2021-05-13 16:41:40.955724;False;Livré;;;9657;7901;292
2021-05-12 16:41:40.955728;False;Livré;;;7242;2757;229
2021-05-07 16:41:40.955734;False;En cours;;1;9003;9000;286
2021-05-11 16:41:40.955739;False;En cours;;;9038;9469;110
2021-05-06 16:41:40.955742;False;Livré;;;1214;6986;86
2021-05-09 16:41:40.955750;True;Annulé;Eius ipsum magnam amet.;5;5254;8532;2
2021-05-07 16:41:40.955754;False;En cours;;3;9875;7699;240
2021-05-07 16:41:40.955758;True;Annulé;;;6738;6753;56
2021-05-08 16:41:40.955767;False;Livré;Sit labore porro aliquam sit dolorem dolorem.;5;940;153;68
2021-05-11 16:41:40.955771;False;En cours;;0;9645;3236;163
2021-05-15 16:41:40.955780;False;En cours;Dolor numquam est tempora quiquia voluptatem.;;8548;5039;27
2021-05-15 16:41:40.955784;False;Livré;;;4858;9398;64
2021-05-15 16:41:40.955793;False;En cours;Voluptatem sed numquam est.;;1508;6017;63
2021-05-13 16:41:40.955801;False;En cours;Labore magnam eius dolor quiquia est.;;7494;9148;95
2021-05-12 16:41:40.955812;True;Annulé;Magnam labore est porro modi aliquam dolor numquam.;;1053;1414;453
2021-05-14 16:41:40.955821;False;Livré;Non sed quiquia tempora sit.;;9509;5526;142
2021-05-06 16:41:40.955830;False;Livré;Voluptatem sed neque aliquam.;;4583;3393;7
2021-05-14 16:41:40.955837;False;Annulé;Magnam labore eius ipsum.;;5060;1841;83
2021-05-14 16:41:40.955841;True;Annulé;;4;4350;6449;161
2021-05-14 16:41:40.955845;True;Annulé;;;2819;7685;144
2021-05-13 16:41:40.955854;False;Livré;Neque sit non sit non velit.;;9233;6938;14
2021-05-07 16:41:40.955858;False;Annulé;;3;1046;6705;93
2021-05-10 16:41:40.955862;False;En cours;;;6287;5131;310
2021-05-10 16:41:40.955866;False;Annulé;;0;1984;7782;58
2021-05-07 16:41:40.955874;True;Annulé;Quisquam ut tempora magnam adipisci dolore aliquam.;;9913;2924;97
2021-05-14 16:41:40.955883;False;Livré;Quiquia tempora eius ipsum dolor.;0;1766;3483;287
2021-05-12 16:41:40.955887;False;En cours;;5;9288;4987;303
2021-05-06 16:41:40.955894;True;Annulé;Etincidunt numquam labore modi.;;5390;7686;142
2021-05-10 16:41:40.955902;False;En cours;Amet voluptatem ut eius porro.;;7970;3069;138
2021-05-09 16:41:40.955908;False;Livré;;2;6007;6061;69
2021-05-06 16:41:40.955916;False;En cours;Labore consectetur labore est labore labore ut.;;8797;1069;171
2021-05-08 16:41:40.955920;False;Annulé;;5;9855;2530;424
2021-05-11 16:41:40.955924;False;Livré;;;3293;6255;147
2021-05-14 16:41:40.955933;False;Annulé;Sed quiquia dolorem ut ut neque ipsum.;2;776;5694;117
2021-05-13 16:41:40.955941;False;En cours;Est est consectetur modi.;;6218;108;226
2021-05-10 16:41:40.955945;False;En cours;;;4380;2703;476
2021-05-08 16:41:40.955948;False;Annulé;;;268;1686;198
2021-05-07 16:41:40.955952;True;Annulé;;5;4604;2712;232
2021-05-08 16:41:40.955956;False;En cours;;4;3386;5326;2
2021-05-08 16:41:40.955964;False;En cours;Sit aliquam quaerat ut ut sit.;5;9430;1864;83
2021-05-14 16:41:40.955973;True;Annulé;Sed tempora quaerat etincidunt dolorem quiquia dolorem.;;4878;1379;350
2021-05-15 16:41:40.955981;False;Annulé;Sit est consectetur non quisquam porro.;;605;9864;9
2021-05-12 16:41:40.955986;False;Livré;;;293;6565;104
2021-05-15 16:41:40.955995;False;Livré;Etincidunt neque consectetur non aliquam dolore dolore.;;5537;873;370
2021-05-15 16:41:40.956003;False;Livré;Consectetur ipsum consectetur ipsum sed.;2;7310;5819;106
2021-05-12 16:41:40.956006;False;En cours;;3;5286;5629;203
2021-05-12 16:41:40.956010;False;En cours;;;1122;1729;26
2021-05-15 16:41:40.956013;False;Livré;;1;4556;6936;157
2021-05-14 16:41:40.956017;True;Annulé;;4;9813;6429;369
2021-05-09 16:41:40.956021;True;Annulé;;;7721;8157;150
2021-05-07 16:41:40.956030;False;Annulé;Velit etincidunt ut quiquia sed dolore dolorem consectetur.;;9694;7147;10
2021-05-14 16:41:40.956039;False;En cours;Porro porro velit ipsum amet magnam sit.;0;3333;9957;470
2021-05-08 16:41:40.956043;False;Livré;;2;3300;7125;16
2021-05-09 16:41:40.956046;False;Livré;;;2715;7824;25
2021-05-15 16:41:40.956054;False;En cours;Ipsum non ut magnam amet non quiquia.;;2349;5451;352
2021-05-14 16:41:40.956064;False;En cours;Aliquam dolore velit tempora aliquam porro aliquam.;;2397;8694;97
2021-05-09 16:41:40.956072;False;En cours;Aliquam est quaerat quisquam.;5;533;2971;357
2021-05-09 16:41:40.956080;False;Annulé;Ipsum numquam quaerat magnam.;;3993;1171;412
2021-05-06 16:41:40.956084;False;En cours;;;8037;7548;3
2021-05-14 16:41:40.956089;False;En cours;;3;4725;6006;290
2021-05-11 16:41:40.956098;False;En cours;Etincidunt numquam velit porro quaerat quisquam dolor.;;4398;9037;48
2021-05-12 16:41:40.956107;False;En cours;Eius amet est tempora non numquam aliquam eius.;;7070;1753;92
2021-05-13 16:41:40.956111;False;Livré;;;682;4947;180
2021-05-13 16:41:40.956120;True;Annulé;Ipsum neque dolorem est quisquam dolore.;2;8866;531;283
2021-05-12 16:41:40.956128;False;Annulé;Magnam ipsum sed voluptatem dolore amet.;2;8883;123;0
2021-05-12 16:41:40.956132;False;Livré;;;3027;1696;243
2021-05-10 16:41:40.956140;False;En cours;Labore ipsum ipsum ipsum sit.;3;4754;442;72
2021-05-09 16:41:40.956144;True;Annulé;;0;6837;9255;182
2021-05-15 16:41:40.956149;False;Annulé;;1;3946;4536;16
2021-05-14 16:41:40.956153;False;Livré;;;7625;9830;65
2021-05-15 16:41:40.956156;False;Livré;;;4312;2531;206
2021-05-07 16:41:40.956159;False;En cours;;;8177;7608;386
2021-05-10 16:41:40.956163;True;Annulé;;0;6349;5932;69
2021-05-12 16:41:40.956172;False;En cours;Labore amet quisquam numquam dolore magnam neque.;;8559;9602;304
2021-05-10 16:41:40.956175;False;En cours;;;6451;1769;186
2021-05-07 16:41:40.956179;False;Livré;;;2651;6619;98
2021-05-13 16:41:40.956183;False;En cours;;4;5104;6205;170
2021-05-13 16:41:40.956192;False;En cours;Dolore non ipsum adipisci sit dolorem.;;3210;9088;14
2021-05-13 16:41:40.956197;False;En cours;;5;660;1466;23
2021-05-13 16:41:40.956204;False;Livré;Porro neque eius consectetur.;;3406;2436;309
2021-05-14 16:41:40.956213;False;Livré;Consectetur quaerat voluptatem dolore non adipisci.;2;4142;3176;54
2021-05-07 16:41:40.956223;False;Livré;Velit dolore dolorem ut sit magnam modi eius.;;1941;3689;13
2021-05-13 16:41:40.956227;False;Livré;;2;3790;9924;16
2021-05-08 16:41:40.956235;False;En cours;Sed magnam est modi non ipsum sit.;;456;9768;117
2021-05-06 16:41:40.956244;False;En cours;Tempora ut adipisci porro numquam.;5;5811;332;77
2021-05-07 16:41:40.956252;False;En cours;Eius voluptatem adipisci consectetur labore numquam labore.;;2825;8799;7
2021-05-14 16:41:40.956256;False;En cours;;;7292;563;8
2021-05-07 16:41:40.956265;False;Livré;Quisquam amet dolore voluptatem quaerat adipisci neque neque.;0;9021;2261;196
2021-05-13 16:41:40.956269;False;En cours;;2;8096;695;15
2021-05-09 16:41:40.956272;False;En cours;;;1999;3957;10
2021-05-08 16:41:40.956280;False;Livré;Labore consectetur numquam dolorem quiquia.;4;2994;4061;64
2021-05-12 16:41:40.956288;False;Livré;Consectetur non dolorem adipisci.;0;3559;5642;98
2021-05-06 16:41:40.956296;False;Livré;Neque tempora quiquia modi.;;9044;7484;78
2021-05-09 16:41:40.956300;True;Annulé;;;983;812;7
2021-05-14 16:41:40.956304;False;Annulé;;;1700;6559;299
2021-05-12 16:41:40.956309;False;Livré;;3;4559;4572;91
2021-05-14 16:41:40.956317;False;Livré;Amet quaerat numquam porro.;4;3462;1016;435
2021-05-08 16:41:40.956321;False;En cours;;4;7630;7466;2
2021-05-08 16:41:40.956324;True;Annulé;;1;1883;1002;56
2021-05-12 16:41:40.956334;False;Livré;Tempora sit quiquia magnam sit.;;2450;3205;127
2021-05-15 16:41:40.956342;False;Livré;Dolore eius quiquia magnam voluptatem ut.;2;8696;7875;58
2021-05-08 16:41:40.956346;False;Annulé;;;5081;4073;17
2021-05-09 16:41:40.956356;False;En cours;Porro est ipsum est tempora aliquam magnam amet.;3;6750;3185;174
2021-05-15 16:41:40.956363;False;Annulé;Dolorem numquam quiquia dolor.;;5509;5862;296
2021-05-08 16:41:40.956371;False;Livré;Tempora voluptatem velit amet.;0;7357;8837;323
2021-05-11 16:41:40.956375;False;Livré;;;3411;588;7
2021-05-12 16:41:40.956378;False;En cours;;3;5950;5390;47
2021-05-15 16:41:40.956387;False;En cours;Consectetur dolore quisquam neque.;;7374;6092;8
2021-05-15 16:41:40.956398;False;Annulé;Quisquam etincidunt numquam amet consectetur velit magnam.;;7979;6972;224
2021-05-10 16:41:40.956407;False;Livré;Magnam quiquia non ut sed modi sit sit.;1;9200;3684;139
2021-05-09 16:41:40.956411;False;En cours;;;8086;2207;410
2021-05-06 16:41:40.956420;False;Livré;Adipisci eius magnam porro ipsum ipsum ut velit.;;2684;5991;315
2021-05-07 16:41:40.956424;False;Annulé;;;2004;813;360
2021-05-11 16:41:40.956432;False;Livré;Labore porro etincidunt magnam neque quiquia.;;3619;9414;48
2021-05-08 16:41:40.956441;False;En cours;Labore quiquia quaerat consectetur labore porro modi dolor.;0;8067;6731;24
2021-05-09 16:41:40.956449;False;En cours;Est dolore tempora voluptatem numquam non.;;8912;4006;128
2021-05-12 16:41:40.956458;True;Annulé;Eius labore consectetur labore ipsum sed velit.;3;2173;7821;244
2021-05-15 16:41:40.956467;False;Livré;Dolore velit velit neque.;;4531;8228;185
2021-05-11 16:41:40.956470;False;Livré;;;4444;4701;122
2021-05-14 16:41:40.956480;False;Livré;Eius non neque sed magnam sed magnam ut.;5;7413;7417;116
2021-05-15 16:41:40.956489;False;En cours;Dolore aliquam quaerat ut.;4;5371;7806;117
2021-05-15 16:41:40.956493;False;En cours;;1;7231;6511;119
2021-05-09 16:41:40.956502;False;Livré;Labore eius ipsum tempora adipisci quaerat magnam dolor.;;6674;891;76
2021-05-12 16:41:40.956511;False;Annulé;Quisquam neque ut labore dolore magnam.;;9224;3600;271
2021-05-09 16:41:40.956520;True;Annulé;Quisquam porro quiquia ut ipsum aliquam amet non.;5;946;657;10
2021-05-06 16:41:40.956529;False;En cours;Aliquam quisquam labore est quisquam labore.;;2548;2438;0
2021-05-12 16:41:40.956532;False;En cours;;0;1700;1581;13
2021-05-06 16:41:40.956541;True;Annulé;Etincidunt amet aliquam amet dolore aliquam eius quisquam.;;7522;8281;6
2021-05-11 16:41:40.956545;False;En cours;;;7452;9570;1
2021-05-08 16:41:40.956549;False;En cours;;;5884;4278;38
2021-05-13 16:41:40.956557;False;En cours;Velit ipsum sed quiquia velit quaerat.;;1502;3277;18
2021-05-08 16:41:40.956566;False;En cours;Velit amet quiquia etincidunt non amet magnam consectetur.;2;3333;530;156
2021-05-11 16:41:40.956570;False;En cours;;;1255;7281;48
2021-05-08 16:41:40.956582;False;En cours;Sit numquam amet dolore quisquam porro.;1;1327;3471;142
2021-05-14 16:41:40.956591;False;Annulé;Tempora quiquia tempora modi modi dolorem quaerat.;;9440;9018;126
2021-05-09 16:41:40.956595;False;Annulé;;4;779;9146;234
2021-05-13 16:41:40.956598;False;En cours;;;9278;2980;132
2021-05-11 16:41:40.956606;False;En cours;Ut numquam consectetur ipsum sed.;;6583;8061;64
2021-05-07 16:41:40.956616;False;Annulé;Neque dolore est etincidunt.;4;6374;4005;3
2021-05-10 16:41:40.956620;False;Annulé;;0;7348;176;98
2021-05-15 16:41:40.956624;True;Annulé;;4;3352;7664;269
2021-05-09 16:41:40.956634;False;En cours;Ut porro neque etincidunt amet neque ipsum etincidunt.;2;8102;3837;8
2021-05-15 16:41:40.956637;False;Livré;;3;8578;3095;132
2021-05-11 16:41:40.956646;False;En cours;Sed voluptatem sed sed labore consectetur.;3;3966;7091;379
2021-05-13 16:41:40.956654;False;Livré;Est aliquam neque sit tempora.;;6;8607;40
2021-05-06 16:41:40.956659;True;Annulé;;2;8111;6324;44
2021-05-11 16:41:40.956664;True;Annulé;;;5752;6735;2
2021-05-08 16:41:40.956667;False;Livré;;2;4614;5327;2
2021-05-10 16:41:40.956676;False;En cours;Amet velit dolore labore eius etincidunt non.;;9869;7021;97
2021-05-09 16:41:40.956680;False;En cours;;3;1446;4592;132
2021-05-15 16:41:40.956683;False;Annulé;;;5157;8531;33
2021-05-06 16:41:40.956687;True;Annulé;;0;8096;5431;127
2021-05-11 16:41:40.956696;False;Annulé;Quiquia dolor aliquam quisquam neque ipsum.;;1697;8581;144
2021-05-14 16:41:40.956699;False;En cours;;;1881;9511;10
2021-05-14 16:41:40.956702;False;Livré;;;1781;9324;13
2021-05-13 16:41:40.956706;False;En cours;;4;188;5238;159
2021-05-14 16:41:40.956710;False;Annulé;;;5208;263;55
2021-05-08 16:41:40.956718;False;Annulé;;2;7748;451;22
2021-05-06 16:41:40.956753;False;Livré;Amet quisquam ipsum est numquam numquam.;0;7813;4289;104
2021-05-07 16:41:40.956760;False;En cours;;;7542;7076;76
2021-05-07 16:41:40.956764;True;Annulé;;5;1347;3467;79
2021-05-11 16:41:40.956769;True;Annulé;;2;9145;3041;140
2021-05-11 16:41:40.956778;False;Livré;Eius magnam numquam ipsum quisquam ipsum aliquam.;;4167;7439;1
2021-05-13 16:41:40.956787;False;Livré;Magnam numquam sed velit labore.;;8505;1750;178
2021-05-10 16:41:40.956797;False;En cours;Ipsum modi ipsum amet quaerat magnam dolorem tempora.;3;2823;8942;47
2021-05-06 16:41:40.956814;False;Livré;;;8429;4627;361
2021-05-06 16:41:40.956836;False;En cours;Numquam porro dolorem velit quiquia consectetur quiquia.;0;7896;5310;248
2021-05-06 16:41:40.956840;False;En cours;;;9156;532;112
2021-05-12 16:41:40.956843;False;En cours;;2;100;5982;188
2021-05-09 16:41:40.956852;False;En cours;Magnam sit aliquam quisquam etincidunt dolorem.;2;2487;5610;11
2021-05-09 16:41:40.956855;False;Livré;;;8123;6454;289
2021-05-14 16:41:40.956859;False;En cours;;;2781;8714;4
2021-05-15 16:41:40.956869;False;Annulé;Sit ut velit tempora magnam.;4;1636;4789;425
2021-05-15 16:41:40.956872;False;En cours;;;1614;2719;78
2021-05-14 16:41:40.956876;False;En cours;;4;5649;5598;362
2021-05-11 16:41:40.956885;False;En cours;Quisquam voluptatem sit dolorem sit est modi dolore.;5;1193;3082;11
2021-05-10 16:41:40.956893;True;Annulé;Dolorem sit neque etincidunt ut quiquia.;;7985;7032;105
2021-05-14 16:41:40.956897;False;Livré;;;6766;1550;31
2021-05-12 16:41:40.956905;False;En cours;Quiquia dolorem quaerat sed neque.;;7266;2263;196
2021-05-11 16:41:40.956910;False;En cours;;1;7463;8673;81
2021-05-10 16:41:40.956918;False;Livré;Velit numquam quiquia ut labore.;0;4268;4166;354
